function,file,line,package,verdict,design_score,test_score,quality_score,test_quality,tests_executing,direct_tests,cov_all_pct,mutants_killed,mutants_total,trivial,verified,top_issue
PinMismatchError.Error,internal/redfish/pins.go,151,internal/redfish,good,5,5,10,strong,3,TestPinMismatchExplainsTheWayOut,100.0,,,True,,
Client.System,internal/redfish/system.go,44,internal/redfish,good,5,4,9,strong,6,TestSystem,100.0,4,4,False,,
resetAction,internal/redfish/system.go,73,internal/redfish,good,5,3,8,adequate,13,,80.0,1,1,False,,
Client.resetTypes,internal/redfish/system.go,85,internal/redfish,nit,4,4,8,strong,6,TestResetFollowsActionInfo TestResetRefusesWhenActionInfoCannotBeRead,83.3,6,7,False,,"Reset uses c.ResetTypes (vendor profile) and c.resetTypes(ctx, body) (what the machine advertises) a few lines apart."
Client.resetTarget,internal/redfish/system.go,115,internal/redfish,good,5,2,7,weak,10,,66.7,0,1,False,,
Client.PowerState,internal/redfish/system.go,123,internal/redfish,good,5,3,8,adequate,7,,85.7,3,4,False,,
Client.Reset,internal/redfish/system.go,143,internal/redfish,good,5,5,10,strong,14,TestResetChecksWhatTheMachineAccepts TestResetChecksTheVendorProfile TestResetFollowsActionInfo TestResetRefusesWhenActionInfoCannotBeRead TestResetIsNotRetried,100.0,8,8,False,,
Client.SetBootOverride,internal/redfish/system.go,172,internal/redfish,nit,4,4,8,strong,10,TestBootOverrideDefaultsToOnce,100.0,5,7,False,,The positional persistent bool hides meaning at call sites.
Client.ClearBootOverride,internal/redfish/system.go,199,internal/redfish,good,5,4,9,strong,4,TestClearBootOverride,100.0,,,True,,
str,internal/redfish/system.go,206,internal/redfish,good,5,3,8,adequate,15,,100.0,,,True,,
strList,internal/redfish/system.go,211,internal/redfish,good,5,3,8,adequate,15,,100.0,2,2,False,,
sortedList,internal/redfish/system.go,226,internal/redfish,nit,4,3,7,adequate,5,,100.0,,,False,,"Callers format with %s, so the name misstates the return type."
contains,internal/redfish/system.go,232,internal/redfish,nit,4,3,7,adequate,13,,100.0,3,3,False,,Duplicates the standard library slices.Contains.
NewGate,internal/safety/safety.go,77,internal/safety,good,4,4,8,strong,323,TestNewGateRefusesLimitsThatTurnASafeguardOff TestProtectedHostsAreResolvedOnceWhenNeeded TestConfirmAboveZeroAlwaysAsksForTheCount,100.0,4,5,False,,"It validates PowerOnBatch, which Gate never stores or uses. This is documented as deliberate (the one place every setting passes through), so it is not a defect, but the validation sits in an unrelated constructor."
Gate.Protected,internal/safety/safety.go,99,internal/safety,nit,4,4,8,strong,320,TestBadProtectedHostsRefuseEveryAction TestProtectedHostsAreResolvedOnceWhenNeeded,88.9,4,4,False,,"The nil-Resolve fallback repeats the closure from NewGate (L86-88) and is rebuilt on every loop iteration. No code builds a Gate literal, so production never reaches it and no test covers it."
Gate.ProtectedIn,internal/safety/safety.go,133,internal/safety,good,5,3,8,adequate,145,TestProtectedHostUnderAnotherDomainIsProtected,100.0,4,6,False,,
short,internal/safety/safety.go,160,internal/safety,nit,4,4,8,strong,141,,100.0,1,1,False,,"Duplicates naming.Short exactly. naming imports only v1alpha1, tmpl and nodeset, so there is no import cycle. Two copies can drift, for example if one learns about trailing dots."
Gate.Check,internal/safety/safety.go,190,internal/safety,good,5,4,9,strong,66,TestProtectedHostUnderAnotherDomainIsProtected TestUnknownHostsNeedForce,100.0,,,True,,
Gate.check,internal/safety/safety.go,196,internal/safety,good,5,4,9,strong,145,,100.0,8,8,False,,
Gate.Announce,internal/safety/safety.go,236,internal/safety,good,4,4,8,strong,15,TestForceNamesWhatItLetsThrough,100.0,2,2,False,,
isAre,internal/safety/safety.go,247,internal/safety,nit,4,1,5,incidental,5,,66.7,,,True,,"It returns a pronoun plus the verb, so the format at L223-225 (""whether %s protected"") looks as if the subject is missing. internal/slurm/slurm.go:539 has an isAre that returns only is/are, so the same name means two different contracts."
Gate.Confirm,internal/safety/safety.go,256,internal/safety,good,5,5,10,strong,90,TestSmallActionAsksYesNo TestLargeActionAsksForTheCount TestAssumeYesAndDryRun TestNonInteractiveWithoutYesIsRefused TestEmptyTargetsAreRefused TestProtectedHostsAreRefused TestNothingIsConfirmedOnceInterrupted TestInterruptEndsThePrompt TestForceNamesWhatItLetsThrough,100.0,8,8,False,,
Gate.Preview,internal/safety/safety.go,318,internal/safety,good,5,5,10,strong,113,TestPreviewAsksWithoutPrompting TestConfirmAboveZeroAlwaysAsksForTheCount TestForceNamesWhatItLetsThrough,100.0,3,3,False,,
Preview.Summary,internal/safety/safety.go,340,internal/safety,good,5,4,9,strong,55,TestPreviewAsksWithoutPrompting,100.0,,,True,,
Preview.printDetail,internal/safety/safety.go,346,internal/safety,good,4,4,8,strong,36,,100.0,1,1,False,,
Preview.Question,internal/safety/safety.go,356,internal/safety,good,5,4,9,strong,20,TestConfirmAboveZeroAlwaysAsksForTheCount TestPreviewAsksWithoutPrompting,100.0,2,2,False,,
Preview.Accept,internal/safety/safety.go,368,internal/safety,good,5,5,10,strong,28,TestAcceptJudgesAnswersLikeThePrompt TestConfirmAboveZeroAlwaysAsksForTheCount,100.0,4,4,False,,
errDryRun.Error,internal/safety/safety.go,391,internal/safety,good,5,0,5,none,0,,0.0,,,True,,
IsDryRun,internal/safety/safety.go,394,internal/safety,good,5,3,8,adequate,50,,100.0,,,True,,
Gate.read,internal/safety/safety.go,399,internal/safety,nit,4,2,6,weak,16,TestInterruptEndsThePrompt,85.7,1,5,False,,"Each call wraps g.In in a new bufio.Reader, which may read ahead past the newline and throw that input away. This is latent: app sets Interactive only when stdin is a terminal, and a canonical-mode read returns one line. A future non-TTY In or a second prompt would lose answers."
Gate.done,internal/safety/safety.go,428,internal/safety,good,5,3,8,adequate,16,,100.0,,,True,,
Gate.interrupted,internal/safety/safety.go,437,internal/safety,good,4,4,8,strong,90,TestNothingIsConfirmedOnceInterrupted,100.0,2,2,False,,
Gate.printf,internal/safety/safety.go,444,internal/safety,good,5,3,8,adequate,41,,66.7,,,True,,
plural,internal/safety/safety.go,452,internal/safety,good,5,3,8,adequate,69,,100.0,,,True,,
EffectOf,internal/safety/safety.go,483,internal/safety,good,5,5,10,strong,42,TestEffectOfTreatsUnknownAsChange,100.0,,,False,,
Identities,internal/secrets/secrets.go,29,internal/secrets,good,5,4,9,strong,4,TestIdentitiesReportsProblems TestSSHIdentityIsAccepted,100.0,2,2,False,,
AgeIdentities,internal/secrets/secrets.go,38,internal/secrets,good,5,3,8,adequate,26,,100.0,,,False,,
parseIdentities,internal/secrets/secrets.go,46,internal/secrets,good,5,3,8,adequate,27,TestSSHIdentityIsAccepted TestIdentitiesReportsProblems,100.0,3,5,False,,
IdentityFiles,internal/secrets/secrets.go,85,internal/secrets,nit,4,3,7,adequate,29,TestIdentitiesReportsProblems TestSSHIdentityIsAccepted,88.0,6,8,False,,"isSSHKey is evaluated in parseIdentities and again at L100. The same PEM is parsed by agessh.ParseIdentity and again by ssh.ParsePrivateKey only to get the public key. The second parse cannot fail once the first succeeded, so L103-105 is dead code."
IdentityFile.Opens,internal/secrets/secrets.go,126,internal/secrets,good,5,2,7,weak,21,TestSopsTriesEveryIdentityThatIsARecipient,100.0,1,1,False,,"The comment on TestSopsTriesEveryIdentityThatIsARecipient says non-recipients get no run, but the test only asserts that decryption succeeds. Mutating Opens to always return true passes the whole repo suite, so the ADR guarantee that sops runs only for recipient files is unguarded."
recipientKey,internal/secrets/secrets.go,133,internal/secrets,good,5,3,8,adequate,21,TestSopsOpensWithAnSSHIdentity,85.7,2,2,False,,
sshRecipientKey,internal/secrets/secrets.go,145,internal/secrets,good,5,3,8,adequate,2,,100.0,,,True,,
isSSHKey,internal/secrets/secrets.go,149,internal/secrets,nit,4,3,7,adequate,27,TestSSHIdentityIsAccepted,100.0,,,False,,"The match is on a substring anywhere in the file. An age identity file with a user comment such as '# PRIVATE KEY of ops' is classified as ssh, and loading fails with 'reading the ssh identity …' even though the file is a valid age identity file."
Decrypt,internal/secrets/secrets.go,154,internal/secrets,good,5,3,8,adequate,3,TestDecrypt TestDecryptWithTheWrongIdentity,91.7,5,6,False,,
DecryptString,internal/secrets/secrets.go,174,internal/secrets,good,5,4,9,strong,1,TestDecrypt,75.0,1,2,False,,
SopsValueType,internal/secrets/sops.go,29,internal/secrets,good,5,5,10,strong,344,TestSopsValueType,100.0,3,3,False,,
SopsInfo.Summary,internal/secrets/sops.go,61,internal/secrets,good,5,4,9,strong,10,TestInspectSopsReadsEveryKindOfKey TestSopsRoundTrip,93.8,2,2,False,,
DefaultSopsKeyTypes,internal/secrets/sops.go,90,internal/secrets,good,5,3,8,adequate,24,,100.0,,,True,,
SopsInfo.CheckKeyTypes,internal/secrets/sops.go,97,internal/secrets,good,5,4,9,strong,27,TestSopsTrustsOnlyTheConfiguredKeyTypes,100.0,4,4,False,,
sopsKeyGroup.keys,internal/secrets/sops.go,162,internal/secrets,good,5,5,10,strong,349,TestInspectSopsReadsEveryKindOfKey,100.0,1,1,False,,
InspectSops,internal/secrets/sops.go,213,internal/secrets,good,5,5,10,strong,339,TestInspectSopsReadsEveryKindOfKey TestInspectSopsRejectsWhatSopsDidNotWrite TestSopsIsNotNeededToInspect,100.0,2,2,False,,
readSops,internal/secrets/sops.go,221,internal/secrets,nit,4,4,8,strong,349,TestInspectSopsRejectsWhatSopsDidNotWrite,92.0,7,8,False,,"inspect runs before checkFields. For a file whose only keys are of a kind clusterctl does not know (e.g. future_kms), the error is 'the sops metadata names no key to decrypt with' (reproduced) instead of naming the unknown kind. The file is still refused, but the message misleads."
checkFields,internal/secrets/sops.go,264,internal/secrets,good,4,5,9,strong,347,TestInspectSopsRejectsWhatSopsDidNotWrite,100.0,6,6,False,,"The map is ranged in random order, so a file with two unknown fields gets a different error on each run."
inspect,internal/secrets/sops.go,287,internal/secrets,good,4,5,9,strong,349,TestInspectSopsRejectsWhatSopsDidNotWrite TestInspectSopsReadsEveryKindOfKey TestSopsRefusesAMACOverEncryptedValuesOnly,100.0,8,8,False,,
checkValueTypes,internal/secrets/sops.go,329,internal/secrets,good,5,4,9,strong,25,TestSopsKeepsPlaintextOutOfErrors,87.5,2,2,False,,
joinPath,internal/secrets/sops.go,357,internal/secrets,good,5,2,7,weak,25,,100.0,0,1,False,,"The path it builds appears only in checkValueTypes' error, and no test asserts it. Changing the separator to '/' survived the full suite."
SopsFound.String,internal/secrets/sopscmd.go,75,internal/secrets,good,5,1,6,incidental,6,,100.0,,,True,,
Sops.binary,internal/secrets/sopscmd.go,77,internal/secrets,good,5,3,8,adequate,32,,100.0,,,True,,
Sops.Find,internal/secrets/sopscmd.go,86,internal/secrets,good,5,3,8,adequate,32,TestSopsVersion,100.0,2,3,False,,
Sops.find,internal/secrets/sopscmd.go,96,internal/secrets,bug,2,3,5,adequate,32,TestSopsVersion,87.0,5,8,False,upheld,"LookPath returns a relative path unchanged when Binary contains a slash. With a relative --config (-c .) and workstation.sopsBinary: bin/sops, app passes 'bin/sops'. It is then run with Dir set to the temp dir, where it does not exist. Reproduced: 'bin/sops --version failed: fork/exec bin/sops: no such file…; sops 3.10.0 or later is needed'."
parseSopsVersion,internal/secrets/sopscmd.go,132,internal/secrets,good,5,3,8,adequate,31,,75.0,2,3,False,,
atLeast,internal/secrets/sopscmd.go,141,internal/secrets,good,4,3,7,adequate,31,TestSopsVersion,85.7,1,3,False,,
DecryptSops,internal/secrets/sopscmd.go,184,internal/secrets,nit,4,4,8,strong,27,TestSopsRoundTrip TestSopsIsRunTheOneWay TestSopsDiscoversKeysOnlyWhenAsked TestSopsTriesEveryIdentityThatIsARecipient TestSopsTrustsOnlyTheConfiguredKeyTypes TestSopsRefusesTampering TestSopsKeepsPlaintextOutOfErrors TestSopsSaysNothingOnceTheDataKeyIsOpen TestSopsTriesAgeFirst,95.8,6,8,False,,"A package function whose second parameter is the *Sops it operates on. The only caller writes secrets.DecryptSops(ctx, a.sopsLocked(), raw, keys, sections)."
recipients,internal/secrets/sopscmd.go,257,internal/secrets,good,4,2,6,weak,1,,85.7,0,2,False,,"Only TestSopsRefusesTampering runs it, and that test asserts err!=nil. Changing the separator, or listing every key type, survived."
decrypt,internal/secrets/sopscmd.go,290,internal/secrets,nit,4,4,8,strong,23,TestSopsSaysNothingOnceTheDataKeyIsOpen TestSopsRefusesTampering,87.5,6,7,False,,"When stdout exceeds maxStdout, capped fails and exec closes the pipe. sops, a Go program, then dies of SIGPIPE, and Run returns an ExitError (code -1) rather than the cap error (verified with a Go child). The user sees 'could not be decrypted … (sops exited -1…)' instead of the size limit."
oneLine,internal/secrets/sopscmd.go,317,internal/secrets,good,5,4,9,strong,4,TestSopsSaysNothingOnceTheDataKeyIsOpen,100.0,,,False,,
command,internal/secrets/sopscmd.go,330,internal/secrets,nit,4,2,6,weak,31,TestSopsIsRunTheOneWay,88.9,0,3,False,,Neither the Setsid isolation nor the SIGTERM cancel is observed by any test. Flipping !terminal and removing cmd.Cancel both survived the full suite.
isolated,internal/secrets/sopscmd.go,351,internal/secrets,good,5,4,9,strong,31,TestSopsIsRunTheOneWay TestSopsDiscoversKeysOnlyWhenAsked,100.0,0,1,False,,
discovering,internal/secrets/sopscmd.go,369,internal/secrets,good,5,4,9,strong,6,TestSopsIsRunTheOneWay TestSopsTriesAgeFirst,100.0,1,1,False,,
capped.Write,internal/secrets/sopscmd.go,387,internal/secrets,good,5,2,7,weak,31,,75.0,1,2,False,,"The cap branch never runs, and disabling the cap survived the full suite."
sectionValues,internal/secrets/sopscmd.go,398,internal/secrets,good,5,3,8,adequate,19,TestSopsValuesComeBackAsWritten,73.1,5,8,False,,
sectionOf,internal/secrets/sopscmd.go,437,internal/secrets,good,5,2,7,weak,19,TestSopsValuesComeBackAsWritten,66.7,2,8,False,,"ADR 0019 says a non-string value or a repeated key is refused with its key named, yet no test executes either path. Accepting non-strings, dropping the duplicate check, or failing on null all survived."
Binary,internal/secrets/sopstest/sopstest.go,29,internal/secrets/sopstest,good,5,3,8,adequate,35,,80.0,1,1,False,,
Encrypt,internal/secrets/sopstest/sopstest.go,40,internal/secrets/sopstest,good,5,5,10,strong,23,TestEncryptWritesWhatTheReaderDecrypts,100.0,,,True,,
EncryptWithRegex,internal/secrets/sopstest/sopstest.go,47,internal/secrets/sopstest,good,5,5,10,strong,24,TestEncryptWritesWhatTheReaderDecrypts,100.0,,,True,,
EncryptWith,internal/secrets/sopstest/sopstest.go,62,internal/secrets/sopstest,good,5,4,9,strong,35,,88.9,3,3,False,,
AddVaultKey,internal/secrets/sopstest/sopstest.go,103,internal/secrets/sopstest,good,5,3,8,adequate,3,,83.3,1,1,False,,
safe,internal/shellquote/shellquote.go,19,internal/shellquote,good,5,4,9,strong,253,TestQuote,100.0,8,8,False,,
Quote,internal/shellquote/shellquote.go,36,internal/shellquote,good,5,5,10,strong,253,TestQuote TestQuoteSurvivesTheShell,100.0,4,4,False,,
Join,internal/shellquote/shellquote.go,58,internal/shellquote,good,5,5,10,strong,246,TestQuoteSurvivesTheShell TestJoinRoundTrips,100.0,,,False,,
Split,internal/shellquote/shellquote.go,70,internal/shellquote,rework,3,4,7,strong,3,TestSplit TestJoinRoundTrips,97.0,7,8,False,upheld,"The doc says Split is used for group source definitions converted from an older format. Its only callers are shellquote_test.go and cli/tunnel_test.go, and group sources now take argv lists. The doc describes a use that does not exist, and exported production code is kept only for tests."
errUnterminated.Error,internal/shellquote/shellquote.go,126,internal/shellquote,good,4,0,4,none,0,,0.0,,,True,,"errUnterminated is a type but is spelled like a sentinel error variable (errX), which misleads a reader scanning for sentinels."
Render,internal/slurm/fake.go,23,internal/slurm,nit,4,3,7,adequate,35,,100.0,,,False,,"A test-only fake (Row, Render, Arg) is exported and compiled into the production slurm package. Only _test files in slurm, cli and mcpserver use it."
Arg,internal/slurm/fake.go,37,internal/slurm,nit,4,3,7,adequate,35,,100.0,1,1,False,,A generic transport.Request helper sits in slurm's fake file and is exported into production code.
Client.run,internal/slurm/slurm.go,56,internal/slurm,rework,3,3,6,adequate,31,,100.0,2,2,False,upheld,"Every caller (Drain, Resume, AddAccount, SetCoordinators, SetFairShare, AddUser x2, setDefaultAccount) ignores the returned lines, so the doc's 'returns its lines' describes an unused result."
Client.read,internal/slurm/slurm.go,65,internal/slurm,good,5,3,8,adequate,55,TestSlurmDrainDryRunChecksTheSetAndSendsNothing TestSlurmUserAddDryRunChecksTheDirectory,100.0,1,1,False,,
Client.readLines,internal/slurm/slurm.go,74,internal/slurm,good,5,3,8,adequate,39,,100.0,,,True,,
Client.exec,internal/slurm/slurm.go,85,internal/slurm,good,5,3,8,adequate,57,TestErrorsKeepSlurmsMessageAndTheTransportsCode,83.3,3,4,False,,
Client.failure,internal/slurm/slurm.go,106,internal/slurm,nit,4,4,8,strong,7,TestErrorsKeepSlurmsMessageAndTheTransportsCode TestErrorsFromTheClientAreReported TestSlurmFailuresKeepSlurmsMessageAndTheRightCode,100.0,5,5,False,,"ExitCode <= 0 also catches a truncated result, where the transport sets Err with exit status 0. That result is classed as Transport (3) although the host answered, and the doc names only 'no exit status at all'."
keepCode,internal/slurm/slurm.go,119,internal/slurm,nit,4,2,6,weak,3,TestErrorsKeepSlurmsMessageAndTheTransportsCode,100.0,3,3,False,,The same wrap-unless-coded pattern is written inline in internal/cli/bmc.go:288-291 and internal/safety/safety.go:113-116.
oneLine,internal/slurm/slurm.go,129,internal/slurm,good,5,3,8,adequate,6,TestErrorsKeepSlurmsMessageAndTheTransportsCode,100.0,1,1,False,,
isControl,internal/slurm/slurm.go,140,internal/slurm,nit,4,3,7,adequate,24,,100.0,2,2,False,,"It reimplements unicode.IsControl, which covers exactly C0, DEL and C1."
Client.timeout,internal/slurm/slurm.go,144,internal/slurm,good,4,1,5,incidental,57,,100.0,,,True,,"It has no doc comment, and the 2-minute default is not documented on the Client.Timeout field either."
fields,internal/slurm/slurm.go,153,internal/slurm,rework,3,2,5,weak,6,,75.0,0,1,False,upheld,"A '|' inside a value shifts the later columns, and the surplus is dropped without an error. Accounts parses Description and Organization this way, and ValidateText lets --description 'a|b' through. If sacctmgr prints the value verbatim, account list would misreport the organisation and drop coordinators."
newFramed,internal/slurm/slurm.go,175,internal/slurm,good,4,3,7,adequate,33,TestNodesCannotBeForgedThroughAReason TestSlurmOutputCannotBeForgedThroughAReason,100.0,,,False,,"The parameter fields shadows the package-level func fields, and the constructor has no doc comment."
framed.format,internal/slurm/slurm.go,184,internal/slurm,good,5,3,8,adequate,33,,100.0,,,True,,
framed.records,internal/slurm/slurm.go,190,internal/slurm,good,4,4,8,strong,32,TestNodesCannotBeForgedThroughAReason TestNodesRefusesOutputOfTheWrongShape TestJobsFilter,93.8,5,6,False,,"The Errorf for the two shape failures is written out twice, identically."
Node.BaseState,internal/slurm/slurm.go,235,internal/slurm,good,5,3,8,adequate,25,TestBaseStateStripsFlags,100.0,,,False,,
noReason,internal/slurm/slurm.go,243,internal/slurm,good,5,4,9,strong,46,TestSlurmNodeListShowsNoReasonForHealthyNodes,100.0,2,2,False,,
Client.Nodes,internal/slurm/slurm.go,256,internal/slurm,rework,3,3,6,adequate,31,TestNodesParsesParsableOutput TestNodesCannotBeForgedThroughAReason TestNodesRefusesOutputOfTheWrongShape TestNodesKeepsOnlyTheStateAskedFor,96.3,5,8,False,upheld,"sinfo is called without --all, while CheckNodes (L396-398) and bmc.go:365 add it because nodes of hidden partitions are otherwise left out. Nodes that CheckNodes accepted and scontrol changed can then be missing from node list, plan warnings and readBack."
Client.NodeSet,internal/slurm/slurm.go,303,internal/slurm,nit,4,4,8,strong,3,TestNodesKeepsOnlyTheStateAskedFor TestSlurmStateGroupsMatchTheReportedState,75.0,2,4,False,,"In this package 'NodeSet' also means a slurm.conf NodeSet name (L384, L415), so c.NodeSet(ctx, states) can read as resolving one."
StateGroups,internal/slurm/slurm.go,319,internal/slurm,good,5,3,8,adequate,341,TestStateGroups TestSlurmStateGroupsMatchTheReportedState,100.0,,,True,,
stateFilter,internal/slurm/slurm.go,352,internal/slurm,good,5,4,9,strong,29,TestNodesKeepsOnlyTheStateAskedFor TestSlurmStateGroupsMatchTheReportedState,100.0,5,5,False,,
States,internal/slurm/slurm.go,371,internal/slurm,good,5,3,8,adequate,7,,100.0,2,2,False,,
Client.CheckNodes,internal/slurm/slurm.go,392,internal/slurm,good,4,4,8,strong,26,TestCheckNodesRefusesWhatSlurmExpands TestSlurmChangesRefuseNamesSlurmExpands TestSlurmDrainDryRunChecksTheSetAndSendsNothing,88.2,7,8,False,,
refuseAll,internal/slurm/slurm.go,425,internal/slurm,nit,4,5,9,strong,30,TestCheckNodesRefusesWhatSlurmExpands TestDrainRequiresAReason,100.0,2,2,False,,"At call sites, refuseAll(ns) reads as refusing the whole set rather than the word ALL."
ValidateReason,internal/slurm/slurm.go,444,internal/slurm,nit,4,5,9,strong,23,TestValidateReason TestSlurmDrainRefusesBadReasonsBeforeTheGate,100.0,8,8,False,,"It checks emptiness and length on the trimmed reason but returns no normalised value. The CLI (slurm.go:145) and MCP (plan.go:106) both trim first, and Drain sends whatever it is given."
Client.Drain,internal/slurm/slurm.go,477,internal/slurm,good,5,5,10,strong,9,TestDrainRequiresAReason TestAFailedUpdateSaysWhichNodesChanged TestSlurmDrainQuotesTheReason,100.0,6,6,False,,
Client.Resume,internal/slurm/slurm.go,496,internal/slurm,good,5,3,8,adequate,18,TestResume TestErrorsKeepSlurmsMessageAndTheTransportsCode,88.9,3,6,False,,
Client.readBack,internal/slurm/slurm.go,517,internal/slurm,nit,4,3,7,adequate,3,TestAFailedUpdateSaysWhichNodesChanged,91.7,5,5,False,downgraded,"A node that sinfo did not return is reported as definitely not in the state. Nodes lacks --all, so a hidden-partition node that CheckNodes accepted (it adds --all for exactly this reason) can be reported as not drained after a partial update."
isAre,internal/slurm/slurm.go,539,internal/slurm,good,5,4,9,strong,2,,100.0,,,True,,
Client.Partitions,internal/slurm/slurm.go,561,internal/slurm,nit,4,2,6,weak,2,TestSlurmPartitionAndAccounts,93.3,3,6,False,,"sinfo %P marks the default partition with '*', so Partition.Name is 'main*' in the JSON and MCP output. That value cannot be passed back as the name filter (--partition main*). Nodes in the same file already uses %R."
Client.Jobs,internal/slurm/slurm.go,613,internal/slurm,good,5,3,8,adequate,22,TestJobsFilter,88.9,4,7,False,,
Client.History,internal/slurm/slurm.go,671,internal/slurm,good,5,3,8,adequate,2,TestHistoryUsesATimeWindow TestSlurmJobHistoryWindowIsRelative,81.0,3,6,False,,
Client.Accounts,internal/slurm/slurm.go,729,internal/slurm,bug,2,3,5,adequate,2,TestAccountsAndUsers TestSlurmPartitionAndAccounts,81.8,1,3,False,upheld,"Confirmed with a probe: the description 'Physics | Detectors' (accepted by ValidateText, or set directly with sacctmgr) comes back as Description 'Physics ', Organization ' Detectors', Coordinators 'example', and the real coordinators are lost. A newline in a description could add a forged account row."
Client.AccountLimits,internal/slurm/slurm.go,750,internal/slurm,nit,4,0,4,none,0,,0.0,,,False,,"Cluster's doc notes that one slurmdbd can serve several clusters. Without cluster= or a Cluster field, the same account and user appear once per cluster with different limits, and nothing says which row applies to this cluster."
Client.Users,internal/slurm/slurm.go,772,internal/slurm,nit,4,2,6,weak,1,TestAccountsAndUsers,90.9,1,3,False,,"With no cluster= condition and no Cluster field, a user's associations and default account from every cluster served by the slurmdbd are listed together and cannot be told apart."
Client.Shares,internal/slurm/slurm.go,793,internal/slurm,nit,4,0,4,none,0,,0.0,,,False,downgraded,"Duplicates AccountLimits: both list account associations ('withassoc' vs '--associations'), and AccountLimits already returns Account, User and Fairshare."
ValidateName,internal/slurm/slurm.go,819,internal/slurm,nit,4,4,8,strong,12,TestAccountingRefusesNamesSacctmgrExpands TestSlurmAccountingRefusesNamesSacctmgrExpands,100.0,2,2,False,,"The error for '-x', '.x' or '@x' says 'use letters, digits and . _ @ - only', yet those names use only those characters. The rule about the first character is never stated, which confuses the operator."
ValidateUserName,internal/slurm/slurm.go,830,internal/slurm,good,5,4,9,strong,9,TestAccountingRefusesNamesSacctmgrExpands TestSlurmAccountingRefusesNamesSacctmgrExpands,100.0,4,4,False,,
ValidateText,internal/slurm/slurm.go,842,internal/slurm,rework,3,3,6,adequate,4,TestSlurmAccountingRefusesNamesSacctmgrExpands,100.0,1,2,False,downgraded,"'slurm account add proj example ""Physics | Detectors""' passes validation and is written. 'account list' then shows Description 'Physics ', Organization ' Detectors' and Coordinators 'example'. ValidateReason refuses '|' for exactly this reason (doc/safety.md)."
ValidateFairShare,internal/slurm/slurm.go,856,internal/slurm,good,5,3,8,adequate,2,TestSlurmAccountingRefusesNamesSacctmgrExpands,100.0,2,2,False,,
Client.Cluster,internal/slurm/slurm.go,868,internal/slurm,nit,4,2,6,weak,9,TestSlurmAccountingChangesNameTheCluster,86.7,3,7,False,,"'Every accounting change clusterctl makes therefore names the cluster' is not true of SetCoordinators. That call is correctly global, since Slurm coordinators are not per cluster, but the invariant as written misleads."
Client.Organization,internal/slurm/slurm.go,894,internal/slurm,nit,4,3,7,adequate,4,TestAddAccountFillsInTheDefaults,80.0,2,2,False,,The fallback behaviour appears only in the doc; the call site c.Organization(org) does not show it. The matching default-account resolution in PlanUserAdd is written inline instead of as a sibling method.
Client.AddAccount,internal/slurm/slurm.go,905,internal/slurm,nit,4,4,8,strong,3,TestAddAccountFillsInTheDefaults TestSlurmAccountingChangesNameTheCluster,85.7,2,4,False,,Safety depends on the caller calling ValidateName first. Drain validates inside itself; here a new caller passing 'proj[1-100]' would create a hundred accounts.
Client.SetCoordinators,internal/slurm/slurm.go,919,internal/slurm,rework,3,0,3,none,0,,0.0,,,True,upheld,"SetCoordinators(ctx, ""proj"", []string{""bob""}) leaves alice as a coordinator. The name, and the CLI message 'coordinators of proj set', suggest the list is replaced, while the CLI help says 'Add coordinators'."
Client.SetFairShare,internal/slurm/slurm.go,926,internal/slurm,good,5,4,9,strong,1,TestSlurmAccountingChangesNameTheCluster,80.0,1,3,False,,
Client.HasPosixUser,internal/slurm/slurm.go,941,internal/slurm,good,5,4,9,strong,7,TestHasPosixUserAsksGetent,85.7,4,6,False,,
Client.PlanUserAdd,internal/slurm/slurm.go,975,internal/slurm,good,5,3,8,adequate,5,TestAddUserCreatesOrAssociates TestSlurmUserAddPreviewResolvesTheDefaults TestSlurmUserAddSetsTheDefaultAccountOfAnExistingUser,85.7,5,8,False,,
UserAddition.String,internal/slurm/slurm.go,1030,internal/slurm,good,5,5,10,strong,5,TestAddUserCreatesOrAssociates TestSlurmUserAddPreviewEscapesWhatSlurmSaid,100.0,4,4,False,,
UserAddition.Changes,internal/slurm/slurm.go,1052,internal/slurm,good,5,5,10,strong,5,TestAddUserCreatesOrAssociates,100.0,,,True,,
plural,internal/slurm/slurm.go,1056,internal/slurm,good,5,4,9,strong,5,,100.0,,,True,,
and,internal/slurm/slurm.go,1063,internal/slurm,nit,4,4,8,strong,5,,100.0,1,1,False,,'and' at package level reads like an operator; a reader of and(u.associate) must look up what it does.
Client.AddUser,internal/slurm/slurm.go,1071,internal/slurm,good,5,4,9,strong,3,TestAddUserCreatesOrAssociates,88.9,5,7,False,,
Client.SetDefaultAccount,internal/slurm/slurm.go,1090,internal/slurm,good,5,4,9,strong,1,TestSlurmAccountingChangesNameTheCluster,75.0,2,3,False,,
Client.setDefaultAccount,internal/slurm/slurm.go,1098,internal/slurm,good,5,4,9,strong,3,,100.0,,,True,,
Expand,internal/tmpl/tmpl.go,20,internal/tmpl,good,5,4,9,strong,320,TestExpand TestExpandReportsMistakes,100.0,7,8,False,,
Names,internal/tmpl/tmpl.go,55,internal/tmpl,good,5,5,10,strong,3,TestNamesAreSorted,100.0,,,False,,
